Year.Wk,R.01%,R.02%,R.03%,R.04%,R.05%,R.06%,R.07%,R.08%,R.09%,R.10%,USA%
2014.07,00.25,00.53,00.59,01.18,00.81,00.71,01.00,00.61,01.11,00.95,00.85
2014.08,00.15,00.59,00.66,00.81,01.00,00.73,00.72,00.65,00.68,01.91,00.78
2014.09,00.25,00.53,00.43,00.84,00.88,00.57,00.62,00.51,01.03,00.98,00.73
2014.10,00.17,00.42,00.37,00.69,00.68,00.53,00.62,00.58,00.89,00.64,00.61
2014.11,00.21,00.35,00.42,00.58,00.59,00.45,00.47,00.50,00.56,00.69,00.51
2014.12,00.20,00.31,00.46,00.62,00.54,00.47,00.62,00.44,00.82,00.71,00.55
2014.13,00.14,00.33,00.46,00.68,00.60,00.37,00.57,00.48,00.49,01.02,00.52
2014.14,00.16,00.30,00.34,00.67,00.60,00.42,00.47,00.58,00.82,00.51,00.54
2014.15,00.11,00.36,00.38,00.60,00.63,00.43,00.54,00.38,01.28,00.49,00.61
2014.16,00.14,00.37,00.36,00.54,00.46,00.40,00.52,00.40,00.77,00.64,00.49
2014.17,00.13,00.39,00.36,00.54,00.48,00.40,00.40,00.31,00.59,01.85,00.51
2014.18,00.15,00.46,00.29,00.54,00.51,00.37,00.49,00.39,00.57,00.43,00.46
2014.19,00.10,00.24,00.37,00.49,00.47,00.31,00.35,00.30,00.86,00.93,00.47
2014.20,00.08,00.21,00.28,00.44,00.50,00.35,00.37,00.25,01.67,00.51,00.57
2014.21,00.09,00.24,00.29,00.38,00.42,00.30,00.35,00.26,00.23,00.47,00.32
2014.22,00.07,00.23,00.22,00.36,00.36,00.25,00.34,00.27,00.36,00.41,00.31
2014.23,00.17,00.28,00.34,00.50,00.50,00.38,00.39,00.31,00.49,01.84,00.48
2014.24,00.09,00.32,00.35,00.44,00.50,00.39,00.55,00.31,00.55,00.46,00.42
2014.25,00.07,00.25,00.37,00.49,00.41,00.31,00.47,00.33,00.34,00.41,00.37
2014.26,00.10,00.24,00.34,00.39,00.41,00.33,00.36,00.52,00.64,00.52,00.40
2014.27,00.07,00.26,00.32,00.41,00.43,00.33,00.41,00.33,01.87,00.47,00.59
2014.28,00.09,00.23,00.27,00.48,00.46,00.33,00.40,00.40,00.59,00.45,00.41
2014.29,00.08,00.20,00.36,00.48,00.48,00.32,00.36,00.29,00.94,00.35,00.46
2014.30,00.11,00.21,00.32,00.48,00.41,00.29,00.33,00.24,00.34,00.32,00.34
2014.31,00.10,00.25,00.33,00.42,00.45,00.31,00.32,00.35,01.14,00.34,00.47
2014.32,00.03,00.08,00.11,00.11,00.14,00.09,00.12,00.09,00.13,00.13,00.11
2014.33,00.02,00.05,00.04,00.07,00.07,00.05,00.07,00.04,00.06,00.11,00.06
2014.34,00.01,00.03,00.03,00.06,00.05,00.04,00.04,00.03,00.04,00.09,00.04
2014.35,00.01,00.02,00.03,00.04,00.04,00.03,00.03,00.02,00.11,00.06,00.04
2014.36,00.01,00.02,00.02,00.05,00.04,00.03,00.03,00.03,00.04,00.07,00.03
2014.37,00.01,00.02,00.02,00.04,00.03,00.04,00.03,00.03,00.05,00.06,00.03
2014.38,00.01,00.01,00.02,00.04,00.04,00.02,00.03,00.03,00.09,00.04,00.04
2014.39,00.01,00.03,00.03,00.04,00.03,00.03,00.04,00.03,00.15,00.03,00.05
2014.40,00.01,00.02,00.03,00.04,00.03,00.03,00.03,00.03,00.05,00.06,00.04
2014.41,00.01,00.02,00.03,00.04,00.04,00.03,00.03,00.03,00.04,00.03,00.03
2014.42,00.01,00.02,00.03,00.04,00.04,00.03,00.03,00.03,00.06,00.05,00.04
2014.43,00.01,00.02,00.03,00.05,00.04,00.03,00.04,00.02,00.05,00.04,00.04
2014.44,00.01,00.02,00.03,00.04,00.05,00.03,00.04,00.02,00.10,00.03,00.04
2014.45,00.01,00.03,00.02,00.04,00.04,00.03,00.03,00.02,00.06,00.06,00.04
2014.46,00.01,00.02,00.03,00.04,00.04,00.03,00.04,00.02,00.08,00.03,00.04
2014.47,00.01,00.03,00.03,00.05,00.03,00.03,00.04,00.03,00.07,00.13,00.04
2014.48,00.01,00.02,00.03,00.04,00.03,00.03,00.03,00.03,00.05,00.02,00.03
2014.49,00.01,00.03,00.04,00.04,00.04,00.03,00.03,00.03,00.09,00.03,00.04
2014.50,00.01,00.02,00.03,00.04,00.04,00.03,00.04,00.03,00.05,00.04,00.04
2014.51,00.01,00.02,00.03,00.04,00.04,00.03,00.04,00.03,00.03,00.06,00.04
2014.52,00.01,00.03,00.02,00.04,00.04,00.03,00.04,00.03,00.04,00.06,00.04
2014.53,00.01,00.02,00.03,00.04,00.05,00.03,00.03,00.03,00.09,00.03,00.04
2015.01,00.01,00.03,00.03,00.04,00.04,00.03,00.03,00.03,00.07,00.04,00.04
2015.02,00.01,00.02,00.03,00.04,00.04,00.03,00.04,00.03,00.06,00.04,00.04
2015.03,00.01,00.02,00.03,00.04,00.06,00.04,00.04,00.03,00.04,00.05,00.04
2015.04,00.01,00.03,00.03,00.04,00.04,00.03,00.03,00.03,00.08,00.03,00.04
2015.05,00.01,00.02,00.03,00.04,00.05,00.03,00.03,00.03,00.05,00.04,00.04
2015.06,00.01,00.03,00.03,00.04,00.03,00.03,00.03,00.03,00.04,00.03,00.03
2015.07,00.01,00.02,00.03,00.04,00.04,00.03,00.03,00.03,00.09,00.05,00.04
2015.08,00.01,00.03,00.03,00.04,00.04,00.03,00.03,00.02,00.07,00.03,00.04
2015.09,00.01,00.03,00.02,00.05,00.04,00.03,00.04,00.03,00.03,00.04,00.03
2015.10,00.01,00.03,00.02,00.04,00.04,00.04,00.03,00.03,00.04,00.04,00.03
2015.11,00.01,00.02,00.03,00.05,00.05,00.03,00.04,00.02,00.04,00.04,00.04
2015.12,00.01,00.02,00.03,00.04,00.04,00.04,00.05,00.02,00.06,00.06,00.04
2015.13,00.01,00.03,00.02,00.05,00.04,00.03,00.03,00.03,00.05,00.03,00.04
2015.14,00.01,00.03,00.03,00.04,00.04,00.03,00.03,00.03,00.07,00.03,00.04
2015.15,00.01,00.03,00.03,00.05,00.04,00.03,00.03,00.03,00.09,00.05,00.04
2015.16,00.01,00.02,00.03,00.05,00.04,00.03,00.05,00.03,00.07,00.04,00.04
2015.17,00.01,00.03,00.03,00.04,00.04,00.02,00.06,00.03,00.04,00.05,00.04
2015.18,00.01,00.03,00.03,00.05,00.05,00.04,00.04,00.03,00.06,00.03,00.04
2015.19,00.01,00.02,00.03,00.05,00.04,00.03,00.07,00.03,00.25,00.07,00.07
2015.20,00.01,00.02,00.03,00.05,00.04,00.03,00.03,00.04,00.05,00.04,00.04
2015.21,00.01,00.03,00.03,00.05,00.06,00.03,00.04,00.03,00.04,00.05,00.04
2015.22,00.01,00.02,00.03,00.04,00.04,00.03,00.03,00.03,00.04,00.05,00.03
2015.23,00.01,00.03,00.03,00.04,00.04,00.03,00.04,00.03,00.06,00.07,00.04
2015.24,00.01,00.03,00.04,00.05,00.04,00.03,00.05,00.03,00.18,00.06,00.06
2015.25,00.01,00.02,00.02,00.05,00.04,00.03,00.03,00.04,00.04,00.04,00.04
2015.26,00.01,00.03,00.03,00.05,00.04,00.03,00.04,00.03,00.05,00.08,00.04
2015.27,00.01,00.02,00.03,00.04,00.04,00.03,00.04,00.03,00.07,00.06,00.04
2015.28,00.01,00.02,00.03,00.05,00.03,00.03,00.03,00.03,00.05,00.05,00.04
2015.29,00.01,00.02,00.03,00.05,00.04,00.03,00.04,00.03,00.10,00.06,00.05
