Week,R01.all,R01.allV%,R01.65+,R01.65+V%,R02.all,R02.allV%,R02.65+,R02.65+V%,R03.all,R03.allV%,R03.65+,R03.65+V%,R04.all,R04.allV%,R04.65+,R04.65+V%,R05.all,R05.allV%,R05.65+,R05.65+V%,R06.all,R06.allV%,R06.65+,R06.65+V%,R07.all,R07.allV%,R07.65+,R07.65+V%,R08.all,R08.allV%,R08.65+,R08.65+V%,R09.all,R09.allV%,R09.65+,R09.65+V%,R10.all,R10.allV%,R10.65+,R10.65+V%,USA.all,USA.allV%,USA.65+,USA.65+V%
2012.42,1503791,38.89,1251436,41.66,2097121,38.40,1944830,40.93,2726446,38.10,2307928,40.61,5665254,34.73,4704625,37.63,4678959,37.71,3868707,40.42,2974648,32.83,2463566,35.36,1405738,38.28,1180041,41.01,781922,36.45,637969,39.59,2724974,32.74,2336214,34.82,902826,31.85,760182,34.25,25461679,35.90,21455498,38.55
2012.43,1503791,41.25,1251436,44.15,2097121,39.69,1944830,42.26,2726446,40.29,2308311,42.93,5665254,37.71,4705502,40.82,4678959,40.63,3868707,43.54,2974648,35.81,2464966,38.57,1405988,41.26,1182071,44.16,782196,39.47,640900,42.80,2724974,35.23,2336214,37.46,902826,34.77,760182,37.39,25462203,38.55,21463119,41.36
2012.44,1503791,43.80,1251436,46.84,2097121,41.63,1944830,44.29,2726446,42.96,2308311,45.75,5665386,40.07,4705674,43.33,4678959,42.97,3868707,46.01,2974648,38.07,2465848,40.98,1406230,43.53,1183789,46.53,782196,41.74,643831,45.15,2724974,37.23,2336214,39.57,902826,37.09,763372,39.78,25462577,40.86,21472012,43.79
2012.45,1503791,45.94,1251436,49.09,2097121,43.76,1944830,46.57,2726446,45.13,2308311,48.04,5665386,41.99,4705934,45.38,4678959,44.83,3869250,47.97,2974648,39.89,2467037,42.91,1406256,45.23,1184392,48.30,782196,43.42,645935,46.88,2724974,38.93,2336214,41.37,902826,38.99,763966,41.79,25462603,42.77,21477305,45.81
2012.46,1503791,46.97,1251436,50.16,2097121,44.84,1944830,47.72,2726446,46.11,2308311,49.06,5665386,42.87,4705934,46.31,4678959,45.69,3869250,48.87,2974648,40.68,2467637,43.73,1406256,46.00,1184993,49.09,782196,44.23,646711,47.71,2724974,39.75,2336214,42.23,902826,39.84,766426,42.63,25462603,43.66,21481742,46.74
2012.47,1503791,48.28,1251436,51.51,2097121,46.14,1944830,49.09,2726446,47.33,2308311,50.33,5665386,44.13,4706092,47.64,4678959,46.81,3869250,50.04,2974648,41.79,2469171,44.89,1406256,47.01,1184993,50.14,782196,45.22,648606,48.72,2724974,40.76,2336214,43.29,902826,40.96,766426,43.80,25462603,44.82,21485329,47.96
2012.48,1503791,49.85,1251436,53.14,2097121,47.59,1944830,50.64,2726446,48.82,2308311,51.90,5665386,45.90,4706092,49.53,4678959,48.35,3869951,51.66,2974648,43.38,2470202,46.58,1406256,48.34,1184993,51.52,782196,46.64,650647,50.17,2724974,42.13,2336214,44.74,902826,42.56,766426,45.51,25462603,46.38,21489102,49.60
2012.49,1503791,50.91,1251436,54.22,2097121,48.65,1944830,51.77,2726446,49.88,2308311,52.99,5665386,47.06,4706092,50.74,4678959,49.32,3871481,52.65,2974648,44.41,2470576,47.67,1406294,49.18,1184993,52.38,782196,47.51,651392,51.07,2724974,43.00,2336214,45.64,902826,43.55,766426,46.54,25462641,47.40,21491751,50.66
2012.50,1503791,51.59,1251436,54.90,2097121,49.29,1944830,52.42,2726446,50.51,2308311,53.62,5665386,47.69,4706092,51.38,4678959,49.90,3871642,53.23,2974648,45.03,2470576,48.30,1406294,49.62,1185613,52.80,782196,48.02,653469,51.54,2724974,43.53,2336214,46.18,902826,44.07,766426,47.06,25462641,47.99,21494609,51.26
2012.51,1503791,51.82,1251436,55.13,2097121,49.52,1944830,52.66,2726446,50.70,2308311,53.81,5665386,47.91,4706092,51.61,4678959,50.10,3871642,53.43,2974793,45.25,2470576,48.52,1406294,49.79,1185613,52.97,782196,48.21,654148,51.74,2724974,43.73,2336214,46.39,902826,44.35,766426,47.35,25462786,48.20,21495288,51.48
2012.52,1503791,52.19,1251436,55.49,2097121,49.82,1944830,52.98,2726446,51.01,2308311,54.12,5665386,48.21,4706092,51.91,4678959,50.42,3871642,53.76,2974793,45.61,2470576,48.90,1406294,50.02,1185613,53.21,782196,48.53,654148,52.07,2724974,43.99,2336214,46.67,902826,44.77,766426,47.78,25462786,48.52,21495288,51.80
2013.01,1503791,53.67,1251436,56.99,2097121,51.05,1944830,54.26,2726446,52.22,2308311,55.38,5665386,49.36,4706092,53.13,4678959,51.77,3871642,55.16,2974793,46.88,2470837,50.24,1406367,51.06,1187118,54.26,782196,49.71,655431,53.28,2724974,45.43,2336214,48.19,902826,46.39,766426,49.49,25462859,49.79,21498337,53.13
2013.02,1503791,54.56,1251436,57.84,2097121,52.12,1944830,55.33,2726446,52.98,2308311,56.13,5665386,50.07,4706690,53.85,4678959,52.60,3871642,55.99,2974793,47.66,2470837,51.03,1406367,51.68,1187506,54.88,782196,50.48,656806,54.04,2724974,46.56,2336214,49.36,902826,47.52,766933,50.63,25462859,50.63,21501205,53.98
2013.03,1503791,54.84,1251436,58.08,2097121,52.46,1944830,55.65,2726446,53.24,2308311,56.37,5665386,50.31,4706690,54.08,4678959,52.85,3871642,56.23,2974793,47.96,2470837,51.32,1406367,51.89,1187506,55.07,782196,50.75,656806,54.30,2724974,47.01,2336214,49.81,902826,47.94,766933,51.03,25462859,50.92,21501205,54.26
2013.04,1503791,54.99,1251436,58.21,2097121,52.62,1944830,55.80,2726446,53.36,2308311,56.48,5665386,50.44,4706690,54.21,4678959,52.99,3871642,56.35,2974793,48.13,2471344,51.47,1406367,51.99,1187506,55.16,782196,50.88,656806,54.42,2724974,47.25,2336214,50.04,902826,48.17,766933,51.26,25462859,51.08,21501712,54.40
2013.05,1503791,55.07,1251436,58.27,2097121,52.71,1944830,55.87,2726470,53.44,2308311,56.55,5665386,50.52,4706775,54.27,4678959,53.07,3871642,56.42,2974793,48.22,2471344,51.56,1406367,52.05,1188131,55.20,782196,50.96,656806,54.49,2724974,47.38,2336214,50.16,902826,48.29,766933,51.36,25462883,51.17,21502422,54.48
2013.06,1503791,55.12,1251436,58.30,2097121,52.76,1944830,55.92,2726470,53.49,2308311,56.59,5665386,50.56,4706775,54.31,4678959,53.12,3871642,56.46,2974793,48.28,2471344,51.61,1406367,52.09,1188131,55.24,782196,51.01,656806,54.54,2724974,47.47,2336214,50.24,902826,48.38,766933,51.43,25462883,51.22,21502422,54.52
2013.07,1503791,55.15,1251436,58.33,2097121,52.79,1944830,55.95,2726470,53.52,2308311,56.62,5665386,50.60,4706775,54.34,4678959,53.16,3871642,56.49,2974793,48.32,2471344,51.64,1406367,52.12,1188131,55.26,782196,51.05,656806,54.57,2724974,47.51,2336214,50.28,902826,48.42,767510,51.46,25462883,51.25,21502999,54.55
2013.08,1503791,55.17,1251436,58.34,2097121,52.81,1944830,55.97,2726470,53.54,2308311,56.63,5665386,50.62,4706775,54.36,4678959,53.19,3871642,56.51,2974793,48.35,2471344,51.67,1406367,52.14,1188131,55.27,782196,51.07,656806,54.59,2724974,47.55,2336214,50.31,902826,48.46,767510,51.49,25462883,51.28,21502999,54.57
2013.09,1503791,55.19,1251436,58.35,2097121,52.83,1944830,55.98,2726470,53.56,2308311,56.65,5665386,50.64,4706775,54.38,4678959,53.21,3871642,56.53,2974793,48.38,2471344,51.69,1406367,52.15,1189220,55.26,782196,51.09,656806,54.61,2724974,47.57,2336214,50.33,902826,48.48,767510,51.51,25462883,51.30,21504088,54.59
2013.10,1503791,55.19,1251436,58.36,2097121,52.84,1944830,55.99,2726470,53.57,2308311,56.66,5665386,50.65,4706775,54.39,4678959,53.22,3871642,56.54,2974793,48.40,2471344,51.71,1406367,52.16,1189220,55.27,782196,51.10,656806,54.62,2724974,47.59,2336214,50.35,902826,48.51,767510,51.53,25462883,51.32,21504088,54.60
2013.11,1503791,55.20,1251436,58.37,2097121,52.85,1944830,56.00,2726470,53.58,2308311,56.67,5665386,50.66,4706775,54.40,4678959,53.23,3871642,56.55,2974793,48.41,2471344,51.72,1406367,52.17,1189220,55.27,782196,51.11,656806,54.63,2724974,47.61,2336214,50.36,902826,48.52,767510,51.54,25462883,51.33,21504088,54.61
2013.12,1503791,55.21,1251436,58.37,2097121,52.86,1944830,56.00,2726470,53.59,2308311,56.67,5665386,50.67,4706775,54.41,4678959,53.24,3871642,56.55,2974793,48.43,2471344,51.74,1406367,52.18,1189220,55.28,782196,51.12,656806,54.64,2724974,47.62,2336214,50.37,902826,48.53,767510,51.55,25462883,51.34,21504088,54.62
2013.13,1503791,55.21,1251436,58.37,2097121,52.87,1944830,56.01,2726470,53.59,2308311,56.68,5665386,50.68,4706775,54.41,4678959,53.25,3871642,56.56,2974793,48.44,2471344,51.74,1406367,52.18,1189220,55.28,782196,51.13,656806,54.64,2724974,47.63,2336214,50.38,902826,48.54,767510,51.55,25462883,51.34,21504088,54.62
2013.14,1503791,55.21,1251436,58.37,2097121,52.87,1944830,56.01,2726470,53.60,2308311,56.68,5665386,50.68,4706775,54.41,4678959,53.25,3871642,56.56,2974793,48.44,2471344,51.75,1406367,52.18,1189220,55.29,782196,51.13,656806,54.64,2724974,47.63,2336214,50.38,902826,48.54,767510,51.56,25462883,51.35,21504088,54.63
2013.15,1503791,55.21,1251436,58.37,2097121,52.88,1944830,56.01,2726470,53.60,2308311,56.68,5665386,50.68,4706775,54.42,4678959,53.26,3871642,56.56,2974793,48.44,2471344,51.75,1406367,52.19,1189220,55.29,782196,51.13,656806,54.65,2724974,47.64,2336214,50.39,902826,48.54,767510,51.56,25462883,51.35,21504088,54.63
2013.16,1503791,55.21,1251436,58.37,2097121,52.88,1944830,56.01,2726470,53.60,2308311,56.68,5665386,50.68,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.75,1406367,52.19,1189220,55.29,782196,51.13,656806,54.65,2724974,47.64,2336214,50.39,902826,48.55,767510,51.56,25462883,51.35,21504088,54.63
2013.17,1503791,55.22,1251436,58.38,2097121,52.88,1944830,56.02,2726470,53.60,2308311,56.68,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.75,1406367,52.19,1189220,55.29,782196,51.13,656806,54.65,2724974,47.64,2336214,50.39,902826,48.55,767510,51.56,25462883,51.35,21504088,54.63
2013.18,1503791,55.22,1251436,58.38,2097121,52.88,1944830,56.02,2726470,53.60,2308311,56.68,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.76,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.64,2336214,50.39,902826,48.55,767510,51.56,25462883,51.35,21504088,54.63
2013.19,1503791,55.22,1251436,58.38,2097121,52.88,1944830,56.02,2726470,53.60,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.76,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.64,2336214,50.39,902826,48.55,767510,51.56,25462883,51.36,21504088,54.63
2013.20,1503791,55.22,1251436,58.38,2097121,52.88,1944830,56.02,2726470,53.60,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.76,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.56,25462883,51.36,21504088,54.64
2013.21,1503791,55.22,1251436,58.38,2097121,52.88,1944830,56.02,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.45,2471344,51.76,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.22,1503791,55.22,1251436,58.38,2097121,52.89,1944830,56.02,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.46,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.23,1503791,55.22,1251436,58.38,2097121,52.89,1944830,56.02,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.26,3871642,56.57,2974793,48.46,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.24,1503791,55.22,1251436,58.38,2097121,52.89,1944830,56.02,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.27,3871642,56.57,2974793,48.46,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.25,1503791,55.22,1251436,58.38,2097121,52.89,1944830,56.02,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.26,1503791,55.23,1251436,58.38,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.69,5665386,50.69,4706775,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25462883,51.36,21504088,54.64
2013.27,1503791,55.23,1251436,58.38,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.69,5668293,50.68,4706775,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.65,2336214,50.40,902826,48.55,767510,51.57,25465790,51.36,21504088,54.64
2013.28,1503791,55.23,1251436,58.38,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.69,5668293,50.68,4708679,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.66,2336214,50.40,902826,48.55,767510,51.57,25465790,51.36,21505992,54.64
2013.29,1503791,55.23,1251436,58.38,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.69,5668293,50.68,4708679,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.66,2336214,50.40,902826,48.55,767510,51.57,25465790,51.36,21505992,54.64
2013.30,1503791,55.23,1251436,58.38,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.69,5668293,50.68,4708679,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.66,2336214,50.41,902826,48.55,767510,51.57,25465790,51.36,21505992,54.64
2013.31,1503791,55.23,1251436,58.39,2097121,52.89,1944830,56.03,2726470,53.61,2308311,56.70,5668293,50.68,4708679,54.42,4678959,53.27,3871642,56.57,2974793,48.47,2471344,51.77,1406367,52.19,1189220,55.29,782196,51.14,656806,54.65,2724974,47.66,2336214,50.41,902826,48.55,767510,51.57,25465790,51.36,21505992,54.64
2013.32,1228785,0.07,339108,0.07,1721373,0.06,252085,0.10,1502630,0.09,522942,0.12,1385059,0.04,100719,0.02,1058411,0.02,506671,0.01,532299,0.03,0,0.00,106574,0.04,0,0.00,47389,0.03,0,0.00,2519019,0.09,1009693,0.11,333672,0.07,163937,0.06,10435211,0.07,2895155,0.08
2013.33,1515437,0.38,1032956,0.36,2107848,0.32,1664639,0.31,2355847,0.35,1214510,0.40,3892612,0.21,1133590,0.28,3036743,0.16,1304056,0.17,1365905,0.14,494013,0.16,500935,0.09,71210,0.13,333353,0.14,0,0.00,2767355,0.43,2068994,0.46,733412,0.24,272287,0.28,18609447,0.27,9256255,0.32
2013.34,1564734,1.02,1200640,0.99,2170742,0.95,1838428,0.98,2779706,0.98,1673213,1.13,5207839,0.68,2767674,0.86,4045276,0.63,2212041,0.73,2354771,0.46,939844,0.63,746732,0.35,315742,0.42,517840,0.46,206815,0.61,2878014,1.27,2319446,1.35,873273,0.69,514026,0.77,23138927,0.79,13987869,0.95
2013.35,1567236,2.54,1280272,2.54,2176611,2.50,1986427,2.55,2893424,2.47,2161076,2.64,5895927,1.92,4193397,2.12,4599497,1.82,3078290,2.01,2943216,1.69,1859607,1.93,1102238,1.11,534273,1.35,665237,1.37,316035,1.84,2888259,3.12,2407497,3.22,930024,1.79,659918,1.99,25661669,2.11,18476792,2.33
2013.36,1568491,5.66,1297013,5.82,2176611,5.91,2001618,6.15,2907156,5.65,2366021,5.94,6035894,4.51,4689011,4.97,4735368,4.34,3587781,4.68,3135809,3.98,2247693,4.50,1350562,2.82,779477,3.55,750128,3.29,468014,3.95,2891709,6.46,2454924,6.73,960766,3.80,735789,4.21,26512494,4.79,20627341,5.25
2013.37,1568491,10.05,1297013,10.50,2176611,10.75,2003400,11.32,2910386,9.78,2418671,10.33,6049342,8.11,4884313,8.85,4754027,8.11,3749196,8.70,3191051,7.21,2419175,8.07,1451636,5.74,959400,6.84,803231,6.29,546457,7.33,2894071,10.38,2470677,10.91,971406,6.77,758608,7.51,26770252,8.53,21506910,9.29
2013.38,1568491,15.76,1300871,16.65,2176611,16.38,2003400,17.35,2910589,14.89,2439027,15.76,6056026,12.63,4953803,13.76,4756005,13.06,3828400,14.00,3202604,11.45,2524444,12.65,1475947,10.22,1061860,11.79,828467,10.59,595283,12.34,2894278,15.07,2474257,15.93,972264,11.15,787448,12.23,26841282,13.31,21968793,14.45
2013.39,1568491,22.38,1300871,23.82,2176611,22.76,2004121,24.21,2910589,21.08,2446718,22.39,6056026,18.34,4987877,19.95,4756005,19.23,3855369,20.67,3206752,16.82,2591440,18.35,1482779,16.74,1161560,18.54,840460,16.98,633837,19.17,2894278,20.45,2474257,21.70,972264,16.74,796691,18.28,26864255,19.25,22252741,20.81
2013.40,1568491,29.02,1302058,31.03,2176611,28.86,2004121,30.78,2910589,27.20,2450491,28.96,6056115,24.15,4994968,26.28,4756433,25.73,3873695,27.71,3207091,22.64,2624682,24.55,1484433,23.85,1203386,26.01,844997,24.04,661387,26.66,2894636,25.64,2475884,27.25,972264,22.41,810668,24.22,26871660,25.32,22401340,27.33
2013.41,1568491,34.44,1302058,36.89,2176611,34.16,2004121,36.46,2910589,32.76,2450913,34.92,6056157,29.27,4996038,31.88,4756433,31.33,3875948,33.79,3207402,27.77,2635370,30.12,1484542,30.30,1220421,32.90,847223,30.19,680786,33.18,2894636,30.01,2475884,31.94,972371,27.47,812947,29.66,26874455,30.63,22454486,33.06
2013.42,1568491,39.34,1302058,42.14,2176611,38.59,2004121,41.21,2910589,37.44,2450913,39.92,6056293,33.73,4996255,36.72,4756433,36.33,3878034,39.18,3207402,32.19,2640545,34.89,1484731,35.60,1231584,38.47,847546,35.05,692501,38.25,2894636,33.56,2475884,35.73,972371,31.75,816170,34.23,26875103,35.18,22488065,37.93
2013.43,1568491,42.94,1302058,45.96,2176611,41.88,2004934,44.73,2910614,40.98,2450913,43.71,6056293,37.19,4997464,40.46,4756433,39.99,3878562,43.11,3207402,35.41,2643712,38.35,1484827,39.40,1242578,42.40,847605,38.67,696553,42.03,2894636,36.30,2475884,38.65,972371,34.97,818758,37.62,26875283,38.59,22511416,41.57
2013.44,1568491,45.69,1302058,48.84,2176611,44.37,2004934,47.37,2910614,43.80,2450913,46.67,6056293,39.95,4998071,43.40,4756433,42.77,3878720,46.05,3207402,37.95,2644452,41.03,1484827,42.38,1243914,45.53,847605,41.41,705101,44.76,2894636,38.45,2476416,40.90,972371,37.51,820223,40.29,26875283,41.25,22524802,44.37
2013.45,1568491,47.75,1302058,50.97,2176611,46.30,2004934,49.40,2910614,45.94,2450913,48.91,6056293,42.07,4998071,45.64,4756433,44.86,3878720,48.24,3207402,39.91,2647370,43.08,1484827,44.39,1243914,47.62,847605,43.26,705101,46.70,2894636,40.07,2478150,42.59,972371,39.38,820642,42.25,26875283,43.25,22529873,46.47
2013.46,1568491,49.41,1302058,52.67,2176611,47.84,2004934,51.00,2910614,47.61,2450913,50.65,6056293,43.73,4998071,47.39,4756433,46.42,3878720,49.87,3207402,41.42,2648040,44.65,1484874,45.84,1243914,49.12,847605,44.61,706638,48.09,2894636,41.40,2478150,43.97,972371,40.85,820642,43.76,26875330,44.80,22532080,48.08
2013.47,1568491,50.12,1302058,53.38,2176611,48.51,2004934,51.69,2910614,48.32,2450913,51.37,6056293,44.43,4998248,48.12,4756433,47.14,3879064,50.60,3207402,42.03,2649442,45.28,1484874,46.49,1243914,49.77,847605,45.24,707117,48.73,2894636,42.01,2478150,44.60,972371,41.53,820642,44.45,26875330,45.48,22534482,48.78
2013.48,1568491,51.05,1302058,54.32,2176611,49.35,2004934,52.55,2910614,49.25,2450913,52.32,6056293,45.43,4998248,49.15,4756433,48.03,3879064,51.50,3207402,42.89,2649442,46.16,1484874,47.27,1243914,50.57,847605,45.97,708982,49.42,2894636,42.77,2478855,45.37,972371,42.33,822083,45.24,26875330,46.37,22538493,49.68
2013.49,1568491,51.77,1302058,55.03,2176611,49.97,2004934,53.19,2910614,49.91,2450913,52.99,6056293,46.22,4998248,49.97,4756433,48.74,3879064,52.23,3207402,43.61,2649442,46.90,1484874,47.87,1243914,51.18,847605,46.73,709478,50.19,2894636,43.41,2478855,46.03,972371,42.99,822083,45.92,26875330,47.07,22538989,50.40
2013.50,1568491,52.31,1302058,55.56,2176611,50.44,2004934,53.66,2910614,50.48,2450913,53.58,6056293,46.85,4998248,50.62,4756433,49.29,3879064,52.78,3207402,44.39,2649442,47.71,1484874,48.38,1245747,51.64,847605,47.28,709478,50.73,2894636,43.89,2478855,46.52,972371,43.54,822083,46.47,26875330,47.65,22540822,50.99
2013.51,1568491,52.52,1302058,55.77,2176611,50.65,2004934,53.87,2910614,50.69,2450913,53.79,6056293,47.11,4998248,50.89,4756433,49.53,3879064,53.02,3207402,44.84,2649442,48.19,1484874,48.59,1245747,51.85,847605,47.50,709478,50.96,2894636,44.09,2478855,46.72,972371,43.83,822083,46.77,26875330,47.91,22540822,51.25
2013.52,1568491,52.94,1302058,56.19,2176611,50.91,2004934,54.13,2910614,51.06,2450913,54.16,6056293,47.60,4998248,51.39,4756433,49.93,3879064,53.44,3207402,45.51,2649442,48.89,1484874,49.00,1246079,52.27,847605,47.96,709738,51.43,2894636,44.45,2478855,47.10,972371,44.32,822083,47.28,26875330,48.35,22541414,51.70
2014.01,1568491,53.49,1302058,56.73,2176611,51.29,2004934,54.52,2910614,51.52,2450913,54.63,6056293,48.22,4998248,52.03,4756433,50.43,3879064,53.95,3207402,46.35,2649442,49.75,1484874,49.42,1246079,52.69,847605,48.62,709738,52.12,2894636,45.23,2478855,47.89,972371,45.47,822083,48.47,26875330,48.96,22541414,52.32
2014.02,1568491,53.97,1302058,57.19,2176611,51.67,2004934,54.89,2910614,51.94,2450913,55.04,6056293,48.79,4998248,52.61,4756433,51.06,3879064,54.58,3207429,47.06,2650118,50.46,1484874,49.94,1246444,53.21,847605,49.11,709738,52.61,2894636,46.04,2478855,48.71,972371,46.15,822083,49.14,26875357,49.54,22542455,52.91
2014.03,1568491,54.23,1302058,57.44,2176611,51.88,2004934,55.09,2910614,52.18,2450913,55.27,6056293,49.16,4998248,52.98,4756433,51.46,3879064,54.97,3207429,47.45,2650679,50.84,1484874,50.26,1246444,53.52,847605,49.38,709738,52.88,2894636,46.49,2478855,49.17,972371,46.54,822083,49.53,26875357,49.89,22543016,53.25
