Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,D10.Tmax,D10.Tmin,D10.prcp,D11.Tmax,D11.Tmin,D11.prcp,D12.Tmax,D12.Tmin,D12.prcp,D13.Tmax,D13.Tmin,D13.prcp,TN.Tmax,TN.Tmin,TN.prcp
1997.37,28.73,16.38,7.03,27.29,14.63,3.94,28.01,15.64,0.59,28.24,14.54,1.60,27.61,16.67,0.96,28.26,13.82,1.54,27.12,14.02,4.00,27.67,14.29,3.15,26.04,16.23,8.55,27.77,14.51,1.63,25.19,13.18,3.11,26.08,12.09,4.64,27.45,14.08,5.44,27.41,14.31,2.80
1997.38,31.71,19.18,0.00,30.60,16.85,0.15,30.64,18.64,0.04,31.08,15.57,0.01,31.03,17.79,0.00,31.82,15.01,0.01,29.61,14.22,0.06,30.93,14.26,0.00,28.53,17.34,0.00,30.24,13.96,0.00,27.42,12.84,0.18,28.20,12.11,0.65,28.20,13.55,0.46,30.28,15.08,0.08
1997.39,26.69,15.69,18.20,25.19,14.25,10.10,25.71,14.93,10.59,24.95,13.14,11.88,25.24,14.13,14.21,26.35,14.37,19.32,24.71,13.70,10.82,24.69,15.47,18.96,22.71,15.44,11.61,25.73,14.86,7.03,22.82,13.12,8.53,23.24,12.37,4.97,23.59,12.75,3.19,24.81,13.88,12.65
1997.40,28.30,12.44,0.00,27.07,10.45,0.09,27.06,10.71,0.00,26.11,9.26,0.11,26.13,12.54,0.00,26.02,9.36,0.00,24.66,9.22,0.09,24.80,9.52,0.44,22.30,11.67,0.78,24.11,9.29,0.33,21.82,8.95,1.04,22.56,7.68,3.19,23.27,9.23,3.51,25.10,9.64,0.42
1997.41,29.50,18.20,1.20,28.72,16.10,0.70,28.47,17.60,0.00,28.77,14.41,0.15,28.80,16.81,0.36,28.86,13.72,0.10,27.48,12.85,0.09,27.39,12.81,0.06,25.24,15.24,0.00,27.54,12.23,0.13,24.71,11.63,0.21,26.62,10.35,0.21,26.61,11.89,1.04,27.79,13.82,0.22
1997.42,21.54,8.70,3.90,21.25,7.31,3.66,21.64,8.59,2.94,21.63,7.58,4.47,20.71,8.90,4.14,21.30,6.90,5.14,20.69,7.29,3.29,20.26,8.89,3.29,18.41,10.40,2.25,21.10,9.13,8.93,18.63,7.90,1.75,20.93,7.53,1.29,21.53,7.36,1.06,20.77,7.79,3.74
1997.43,18.84,6.25,3.30,17.70,3.93,4.16,17.36,3.69,3.49,16.78,2.82,2.69,17.39,6.44,4.39,17.42,3.37,6.12,16.31,2.80,2.61,17.16,3.67,6.46,15.74,6.09,8.10,15.94,3.73,2.70,16.36,3.24,2.89,15.90,2.50,1.84,17.30,3.36,2.80,16.88,3.52,3.89
1997.44,16.40,5.58,2.30,16.48,4.15,2.95,16.89,5.91,3.23,17.09,3.14,2.77,17.06,4.20,0.66,17.64,2.98,4.03,16.93,3.29,3.93,16.90,3.56,9.74,14.76,5.51,9.18,16.97,3.50,5.81,17.51,3.07,6.60,16.43,2.27,5.00,18.03,3.99,4.13,17.04,3.45,4.36
1997.45,14.36,5.75,1.16,13.06,3.57,3.23,13.17,3.96,3.34,12.68,2.71,3.96,12.24,4.37,4.61,12.97,2.66,2.93,11.57,3.01,3.96,12.55,2.79,4.45,10.87,3.36,2.60,12.63,3.17,3.70,12.02,2.12,3.98,11.58,0.73,2.38,12.48,1.78,2.60,12.43,2.86,3.64
1997.46,8.55,2.87,3.84,7.91,1.70,3.92,8.00,3.03,3.37,8.17,1.42,2.70,8.03,2.71,2.44,8.51,1.74,2.69,7.66,1.35,2.84,8.89,1.66,1.99,7.45,2.11,1.51,9.44,3.71,1.37,9.41,1.50,2.44,7.70,2.50,1.77,8.07,3.60,3.80,8.33,1.80,2.65
1997.47,11.79,-0.06,0.04,11.39,-1.84,0.72,10.96,-0.71,1.46,10.76,-2.70,2.10,11.11,-0.26,2.36,11.10,-2.52,2.69,9.73,-2.49,4.13,10.76,-1.80,1.92,8.97,-0.21,1.69,9.30,-3.64,2.99,9.78,-3.16,2.94,9.06,-3.85,1.75,9.19,-3.33,1.74,10.48,-2.33,2.40
1997.48,17.01,4.44,0.00,16.16,2.90,0.06,15.93,4.04,0.09,14.42,1.03,0.60,15.31,3.09,0.09,14.72,1.52,0.38,13.35,0.95,0.10,13.77,-0.34,0.04,13.26,1.24,0.31,13.10,-1.34,0.11,13.21,-1.79,0.03,12.69,-2.85,0.10,12.21,-1.68,0.01,14.23,0.78,0.25
1997.49,11.12,3.12,3.40,10.62,1.91,2.35,11.36,2.46,2.36,10.71,2.28,6.32,9.76,2.23,12.43,10.40,1.59,5.86,10.74,1.75,3.91,10.98,1.69,3.44,10.53,2.62,1.78,10.79,1.67,2.03,9.82,0.47,3.06,10.95,-1.18,4.45,12.58,0.47,5.52,10.57,1.65,4.97
1997.50,7.26,0.35,2.11,6.41,-0.92,2.24,6.19,-0.01,1.67,5.52,-1.29,2.81,5.87,0.16,2.14,6.14,-1.14,2.79,4.67,-1.14,3.05,5.98,-1.17,2.43,4.59,-1.44,1.55,4.77,-2.79,2.21,3.98,-1.97,2.26,4.67,-3.68,1.34,6.02,-3.31,1.50,5.43,-1.31,2.50
1997.51,13.39,-1.80,0.00,12.54,-3.19,0.01,12.09,-2.33,0.00,12.01,-4.87,0.00,13.43,-3.03,0.00,12.98,-4.69,0.00,11.91,-4.21,0.00,12.53,-4.94,0.00,10.35,-1.24,0.00,10.39,-5.80,0.00,10.12,-3.99,0.00,10.94,-6.79,0.00,10.34,-6.51,0.00,11.98,-4.34,0.00
1997.52,10.05,3.78,9.61,10.58,3.06,6.34,11.53,4.53,7.80,11.03,2.68,4.42,9.60,3.09,4.70,11.52,2.73,6.29,10.96,2.92,5.24,11.75,2.59,5.80,9.49,3.11,8.11,12.39,3.01,5.30,10.45,2.30,5.01,11.67,1.88,4.47,11.63,3.24,3.72,10.97,2.77,5.43
1997.53,8.93,0.15,1.53,7.11,-2.00,1.12,7.81,-0.27,1.24,5.92,-3.43,1.08,7.90,-1.67,0.65,6.93,-3.36,1.53,4.94,-5.13,1.81,6.18,-5.52,1.19,4.24,-5.01,0.89,3.96,-6.34,1.46,3.64,-5.38,1.76,4.57,-7.10,1.90,3.73,-5.62,1.17,5.84,-3.98,1.36
1998.01,15.23,8.55,11.27,14.92,7.68,9.16,14.04,8.20,10.37,15.72,8.07,9.28,15.17,8.66,7.42,14.72,7.62,13.19,15.62,7.70,14.76,16.11,6.77,14.26,14.69,7.30,19.19,16.29,3.51,4.04,14.54,4.38,7.59,17.73,4.44,5.51,17.61,4.08,6.85,15.41,7.10,10.67
1998.02,10.09,2.43,7.46,8.86,0.83,5.63,8.99,1.82,7.44,8.63,1.35,3.68,9.36,2.47,2.79,9.62,3.03,5.69,9.17,2.45,4.24,9.24,2.88,6.37,7.78,2.15,5.44,9.53,1.67,4.71,8.22,2.17,4.19,9.78,1.28,3.83,9.80,1.02,2.96,9.02,2.06,4.64
1998.03,7.04,0.45,2.54,6.74,-0.88,2.82,6.41,0.00,4.53,6.38,-1.14,2.88,6.57,0.00,2.31,6.89,-0.24,2.91,6.80,-0.09,2.82,7.01,-0.37,3.06,5.71,-0.53,3.82,7.31,-0.87,4.14,6.41,-0.41,3.77,7.83,-0.68,2.08,7.78,-0.78,3.77,6.71,-0.52,3.01
1998.04,12.52,0.18,0.45,11.77,-1.47,0.19,12.01,-1.03,0.19,11.21,-1.39,0.22,11.91,1.60,0.31,11.33,-0.85,0.43,10.21,-0.64,0.55,10.72,-1.80,2.00,8.96,-0.88,1.17,9.14,-1.73,4.64,8.46,-1.35,3.47,7.65,-3.73,6.21,7.68,-2.39,9.24,10.56,-1.12,1.34
1998.05,10.71,2.75,0.00,9.54,1.14,0.26,9.41,2.39,0.00,7.27,-0.53,4.69,6.80,0.71,4.06,6.52,0.49,8.51,5.73,-0.38,8.06,6.07,-0.52,10.49,4.67,-0.44,7.27,6.57,-1.11,7.99,5.82,-0.73,7.21,6.36,-1.61,4.94,8.08,-0.28,3.82,6.82,-0.11,6.07
1998.06,11.14,2.29,7.68,9.94,0.53,4.85,10.48,1.11,4.33,9.77,0.58,1.80,10.39,2.46,1.41,9.96,0.70,1.90,8.69,1.17,1.14,9.34,1.66,1.19,7.70,1.51,0.75,10.79,1.36,0.91,8.54,1.51,1.18,9.85,0.57,1.18,10.22,1.03,1.09,9.55,1.08,1.89
1998.07,13.33,4.08,9.45,12.41,2.60,8.67,12.81,3.41,8.71,12.37,3.70,6.17,13.24,5.57,5.87,12.62,3.63,6.79,12.11,3.61,4.26,12.51,3.96,5.20,10.59,3.46,5.68,12.54,4.27,1.96,10.74,3.21,3.58,10.77,2.92,1.52,12.19,3.25,3.22,12.17,3.65,5.56
1998.08,17.44,6.61,3.60,17.62,4.00,3.10,17.22,4.33,2.69,17.15,2.85,2.20,17.93,4.83,2.09,16.59,3.09,5.23,16.16,2.57,2.50,16.25,2.51,3.70,14.19,4.10,5.48,16.13,1.26,1.16,14.34,1.85,1.43,15.56,0.23,2.73,16.09,1.45,1.37,16.44,2.88,2.90
1998.09,12.60,3.61,8.52,11.62,1.78,7.77,11.63,3.46,8.30,11.05,1.08,1.71,11.10,3.50,2.06,10.78,3.03,7.70,11.45,1.87,1.86,11.42,1.85,5.97,10.72,2.33,4.87,12.63,2.16,0.93,10.22,1.38,1.02,11.50,0.71,0.85,12.22,1.16,0.95,11.15,1.92,3.66
1998.10,8.10,-1.75,2.17,8.09,-3.09,2.62,7.38,-2.28,2.21,7.80,-4.00,3.16,8.50,-2.46,2.12,8.45,-2.72,3.86,7.64,-3.61,5.27,8.40,-3.20,5.25,6.82,-3.54,9.21,8.91,-2.71,5.04,7.35,-3.00,4.78,8.22,-5.02,2.31,11.13,-3.35,3.64,8.00,-3.32,3.93
1998.11,16.07,6.71,5.21,15.50,5.62,5.22,14.52,5.54,5.07,13.93,4.54,5.42,13.27,5.94,3.83,14.20,5.69,7.28,13.50,4.00,8.78,13.55,4.46,9.28,11.92,3.79,8.66,14.86,2.24,9.96,12.46,3.36,9.31,14.28,2.70,7.49,13.50,3.14,9.52,13.82,4.56,7.12
1998.12,20.85,10.14,0.36,19.62,8.43,1.04,19.46,9.41,1.30,17.64,7.15,0.28,19.74,8.19,0.06,18.30,8.04,0.93,16.69,5.75,0.46,17.07,5.53,1.00,15.20,5.45,0.59,15.94,1.73,0.33,15.10,3.67,0.59,16.26,3.12,0.91,16.85,3.02,0.95,17.48,6.43,0.61
1998.13,25.23,12.32,5.32,25.30,10.90,5.70,24.99,11.66,3.01,24.78,10.47,7.06,24.03,10.80,5.30,24.03,10.04,8.43,23.67,9.67,7.65,23.78,9.65,7.84,22.62,10.53,7.26,24.20,8.33,8.57,21.69,8.72,6.55,24.41,7.24,6.21,25.09,9.04,6.32,24.00,9.93,7.02
1998.14,20.58,8.06,4.07,19.56,5.96,1.91,19.44,6.83,1.75,18.17,5.34,2.51,19.37,7.06,1.78,19.56,5.34,4.29,17.39,4.54,3.54,19.07,4.95,3.48,16.61,6.57,0.24,18.01,4.06,7.11,16.85,3.85,4.17,18.13,2.95,2.78,17.92,4.09,4.90,18.40,5.15,3.21
1998.15,22.66,11.89,0.96,22.60,9.75,6.13,21.84,10.66,4.58,22.23,8.20,10.33,21.27,9.99,12.61,22.45,9.75,9.30,21.18,8.77,10.28,21.75,9.48,10.96,20.09,9.84,10.72,21.03,8.33,10.24,19.22,7.73,13.96,21.22,7.28,11.35,21.07,7.76,10.69,21.56,8.91,10.24
1998.16,20.00,7.97,2.59,19.16,6.08,2.47,19.36,7.37,2.71,17.62,5.36,3.31,19.14,6.17,2.39,18.54,4.72,2.71,16.53,5.52,5.38,17.90,5.37,8.01,16.68,6.75,7.37,16.83,5.77,15.46,15.58,5.72,12.85,17.08,5.43,6.86,16.77,6.73,5.98,17.62,5.59,5.42
1998.17,22.66,14.40,15.24,21.75,12.30,13.07,21.91,13.85,12.39,20.19,10.80,6.48,20.54,12.46,7.14,20.98,10.97,6.02,19.54,11.26,7.29,19.90,10.21,3.51,18.55,10.75,5.00,20.39,9.69,3.63,18.35,9.38,5.05,20.77,8.51,4.23,19.92,9.13,4.69,20.19,10.87,6.71
1998.18,26.23,14.84,2.72,24.19,12.79,10.47,23.77,13.94,17.67,22.83,11.81,6.33,22.53,13.41,6.16,24.04,11.02,6.54,22.41,10.57,5.83,22.84,10.16,5.03,21.82,11.17,1.72,21.91,10.07,7.77,19.51,8.97,6.99,21.19,8.68,8.69,20.60,9.76,7.79,22.59,11.11,6.74
1998.19,29.08,17.65,0.18,28.21,15.61,3.46,28.58,16.56,2.45,27.85,14.37,2.95,28.74,16.19,2.64,28.06,13.18,0.71,26.89,13.05,2.97,26.90,12.94,2.02,25.22,15.13,0.78,26.66,13.34,0.87,24.56,12.23,2.75,25.38,11.39,3.18,25.40,12.07,2.71,27.18,13.80,2.37
1998.20,32.41,19.43,0.00,31.42,16.96,0.96,31.68,18.02,0.00,30.71,15.20,1.76,30.81,17.39,1.09,30.87,14.76,1.36,29.77,14.58,2.12,30.18,14.29,1.34,28.87,17.11,0.12,29.67,14.86,3.77,27.10,14.19,0.77,28.65,12.82,0.61,29.01,14.57,1.69,30.08,15.21,1.38
1998.21,29.99,20.71,7.13,29.18,19.48,5.85,29.24,20.46,3.60,28.62,18.73,4.94,28.27,19.44,6.95,29.35,18.85,5.89,28.52,17.61,3.70,28.97,17.60,2.98,28.01,18.51,0.27,27.54,16.51,4.50,26.47,16.25,2.52,27.13,15.46,6.04,27.69,16.35,6.21,28.44,18.17,4.64
1998.22,31.98,21.61,3.55,31.00,19.38,9.90,30.75,20.73,5.42,29.70,18.22,19.48,29.11,18.66,16.61,30.72,18.13,15.88,29.21,17.43,15.07,29.47,17.95,18.56,28.53,18.26,14.90,27.94,16.59,20.43,26.11,16.21,14.80,27.02,15.48,10.27,27.34,15.57,6.62,29.27,17.89,15.54
1998.23,30.45,20.98,0.01,28.83,18.56,2.00,29.46,19.04,5.00,27.48,16.20,10.87,28.50,17.69,10.29,28.44,16.38,5.61,26.13,14.67,15.64,26.01,14.65,8.97,25.83,15.39,6.59,23.66,13.01,5.84,23.13,13.30,6.68,23.78,13.08,4.73,23.58,13.50,4.56,26.73,15.70,8.47
